11/19/25_13:21:20,1000,1,-210.235,635.231,-405.822,-13.6173,-731.225,841.975,178,-397.034,-731.225,5.05104,-174.627,-569.825,3.60808,-196.31,-522.725,4.36989,-314.761,-492.425,3.08866,-396.54,-485.525,4.11955,-294.611,-480.425,3.45919,-177.857,-354.125,3.45459,-357.236,-250.025,3.68068,-397.936,-233.825,3.70954,-187.028,-217.025,3.71365,-404.441,-72.425,4.23302,-341.146,-17.525,3.73396,-373.252,64.675,3.30526,-312.108,118.375,3.34154,-311.708,118.675,4.14854,-273.355,139.975,3.52562,-270.733,157.375,3.18042,-257.12,226.375,4.43366,-194.146,264.175,3.38597,-308.75,268.075,3.39043,-382.669,341.275,3.68916,-276.705,353.575,3.61468,-275.406,398.275,4.15068,-237.771,424.075,3.29813,-347.146,466.075,3.25773,-394.417,498.775,3.23302,-335.635,500.275,3.89182,-166.113,500.875,3.29356,-165.55,501.175,4.82593,-187.4,508.975,4.66731,-346.651,540.175,4.0767,-193.683,574.375,3.45289,-235.671,586.075,3.14066,-187.916,610.675,6.71485,-187.824,610.975,9.86002,-187.749,611.275,7.91369,-187.695,611.575,4.21635,-208.918,632.275,9.29519,-208.656,632.575,43.3238,-208.582,632.875,50,-208.568,633.175,50,-208.625,633.475,50,-209.433,633.775,50,-208.331,633.775,50,-211.81,634.075,9.23179,-209.664,634.075,50,-208.333,634.075,41.3103,-211.627,634.375,50,-209.871,634.375,50,-208.311,634.375,15.1196,-211.168,634.675,50,-210.028,634.675,50,-210.675,634.975,50,-210.152,634.975,44.0508,-210.47,635.275,19.7198,-210.239,635.275,24.2026,-210.992,635.575,18.8313,-210.32,635.575,8.551,-211.724,635.875,16.49,-212.328,636.175,21.3418,-213.102,636.475,20.8825,-213.867,636.775,26.6091,-214.666,637.075,33.0732,-215.382,637.375,30.1187,-215.952,637.675,30.7201,-216.959,637.975,28.6927,-217.532,638.275,24.6674,-223.82,638.575,21.8515,-218.295,638.575,24.8563,-223.556,638.875,27.0837,-219.065,638.875,25.2318,-219.825,639.175,18.6842,-220.654,639.475,23.9312,-221.264,639.775,27.3445,-222.108,640.075,28.009,-222.9,640.375,32.1112,-223.615,640.675,27.8356,-224.418,640.975,30.1401,-225.231,641.275,34.2647,-226.092,641.575,29.4172,-226.768,641.875,30.2424,-227.744,642.175,31.7618,-228.294,642.475,39.4496,-229.017,642.775,26.9062,-229.914,643.075,25.932,-232.189,643.375,2.78654,-230.695,643.375,31.8229,-231.443,643.675,31.2418,-232.838,643.975,12.004,-231.97,643.975,17.5652,-233.152,644.275,33.5928,-234.123,644.575,38.635,-234.912,644.875,43.8995,-235.802,645.175,34.5879,-236.745,645.475,34.1284,-237.585,645.775,32.0036,-238.429,646.075,39.222,-239.439,646.375,42.3103,-240.409,646.675,39.429,-241.313,646.975,40.3497,-242.363,647.275,41.2186,-243.271,647.575,43.3061,-201.796,647.575,4.07761,-244.227,647.875,40.9219,-201.815,647.875,4.53945,-246.944,648.175,2.13331,-245.26,648.175,39.75,-246.226,648.475,42.4096,-247.236,648.775,38.6441,-248.045,649.075,42.0275,-248.739,649.375,35.5086,-249.5,649.675,31.7814,-250.055,649.975,31.9078,-250.692,650.275,31.0812,-251.482,650.575,38.7509,-252.231,650.875,46.3664,-253.102,651.175,45.4689,-254.071,651.475,50,-254.739,651.775,50,-255.47,652.075,35.1479,-256.034,652.375,33.4511,-256.63,652.675,37.6837,-257.173,652.975,40.8148,-257.917,653.275,42.8979,-246.915,653.275,3.82261,-258.473,653.575,39.962,-247.054,653.575,5.57019,-259.068,653.875,36.4654,-247.096,653.875,6.14025,-259.609,654.175,41.108,-260.15,654.475,44.8654,-260.659,654.775,48.0307,-245.416,654.775,4.9586,-261.233,655.075,50,-259.079,655.075,27.5211,-245.453,655.075,8.37407,-243.929,655.075,5.7064,-261.745,655.375,50,-259.203,655.375,39.2664,-245.365,655.375,4.60948,-243.842,655.375,7.92752,-261.946,655.675,33.3962,-260.186,655.675,43.854,-243.842,655.675,9.71642,-261.974,655.975,18.3588,-260.822,655.975,50,-243.837,655.975,6.49388,-261.919,656.275,50,-243.983,656.275,5.18844,-230.486,656.275,9.85237,-262.006,656.575,33.2747,-230.387,656.575,4.66654,-261.531,656.875,11.5772,-261.474,657.175,10.3992,-228.09,657.175,6.98118,-258.803,665.275,13.6859,-258.847,665.575,26.5938,-258.855,665.875,26.2834,-210.835,665.875,8.71029,-258.655,666.175,21.0563,-258.504,666.475,18.521,-238.923,699.775,17.8173,-239.287,700.075,34.675,-351.357,726.175,3.6525,-337.737,726.475,4.08773,-337.73,727.075,3.42214,-243.355,742.675,3.90181,-361.954,757.075,4.63512,-292.592,760.975,4.08505,-405.822,762.175,4.57223,-164.98,794.275,5.60052,-158.947,799.075,6.94798,-180.05,802.975,7.83506,-159.337,807.175,3.87296,-312.356,819.775,3.83508,-403.416,823.975,3.8419,-235.614,832.075,4.56831,-382.997,841.975,3.53509,1
11/19/25_13:21:21,1001,1,280.164,-125.575,11.2314,392.469,-696.725,835.075,115,43.2917,-696.725,3.64874,107.043,-638.825,2.9567,141.059,-434.525,4.07881,106.071,-423.125,4.39426,167.923,-372.725,4.29859,262.418,-287.825,4.01672,166.381,-234.425,4.07334,11.2314,-172.925,3.20246,205.042,-157.625,3.32689,159.181,-151.325,4.37403,159.237,-151.025,4.40711,159.262,-150.725,5.15772,159.269,-150.425,4.68888,94.71,-150.125,4.02961,286.958,-148.025,4.75963,286.959,-147.725,5.76265,287.025,-147.425,7.88909,287.04,-147.125,10.0875,287.03,-146.825,7.03517,279.12,-132.125,5.65304,278.979,-131.825,23.0656,278.929,-131.525,50,278.91,-131.225,50,278.916,-130.925,50,278.974,-130.625,50,279.164,-130.325,50,279.478,-130.025,50,279.695,-129.725,50,279.836,-129.425,50,279.953,-129.125,50,280.056,-128.825,50,280.142,-128.525,50,280.196,-128.225,50,280.203,-127.925,50,280.168,-127.625,50,230.047,-127.325,11.2371,280.11,-127.325,50,230.135,-127.025,4.74586,280.029,-127.025,50,279.901,-126.725,50,279.784,-126.425,50,261.26,-126.125,6.13118,279.743,-126.125,50,261.391,-125.825,10.679,279.755,-125.825,50,261.471,-125.525,13.3447,279.802,-125.525,50,261.49,-125.225,12.0904,279.878,-125.225,50,261.483,-124.925,8.67237,279.957,-124.925,35.3919,261.495,-124.625,5.60619,279.931,-124.625,11.2059,191.803,-123.125,4.19621,157.621,-120.425,9.28695,157.726,-120.125,15.8612,227.2,-111.425,10.9721,265.931,-111.425,3.61422,227.184,-111.125,18.2579,266.007,-111.125,3.95879,266.04,-110.825,2.97368,221.326,-107.825,9.09796,221.371,-107.525,28.7953,221.605,-107.225,50,222.077,-106.925,50,222.633,-106.625,50,222.681,-106.325,50,224.172,-106.325,24.3255,223.813,-106.025,50,224.363,-105.725,18.467,224.477,-105.425,7.88405,288.755,-93.125,7.84296,288.85,-92.825,10.763,288.934,-92.525,12.6316,288.984,-92.225,14.0903,289.009,-91.925,13.4566,289.029,-91.625,9.94274,289.057,-91.325,4.38279,252.643,-41.825,5.32408,252.63,-41.525,7.11781,252.615,-41.225,5.52645,252.72,-40.925,4.73459,252.781,-40.625,6.36182,252.791,-40.325,6.18027,118.585,-33.425,4.02016,211.975,-33.425,5.6432,211.958,-33.125,8.20774,211.956,-32.825,11.3401,211.905,-32.525,12.3183,211.791,-32.225,10.6411,211.649,-31.925,6.39689,185.708,106.375,3.61165,149.84,367.675,3.50737,191.213,385.975,3.00086,148.753,511.375,3.91465,203.476,550.075,2.70801,251.723,572.875,3.18542,150.809,632.275,4.40109,242.049,700.975,4.55749,106.31,729.175,5.32999,23.3623,735.475,3.83977,218.848,738.475,4.05163,23.5327,739.975,4.28999,65.0269,745.975,4.28352,33.1828,758.275,4.3857,78.6367,758.575,2.96434,169.11,763.075,4.79674,162.833,780.475,5.82119,161.853,782.875,3.99095,99.8776,784.975,4.55144,221.746,790.675,5.95734,227.408,804.475,4.89435,107.019,811.375,4.80939,250.742,815.275,3.68339,187.426,835.075,3.80834,1
